Flight_ID,Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Class,Days_Left,Price,Distance_km
8348,GoAir,Kolkata,Delhi,09-Apr-2025,3:15,1h 26m,1 stop,Biz,14.0,25191.55,1300
8349,Vistara,Mumbai,Delhi,07/04/2025,15:45,5h 45m,2 stops,Business,12.0,30184.49,1150
8350,Spice Jet,Chenai,Mumbai,17-Jun-2025,15:15,1h 8m,1 Stop,Eco,46.0,7178.25,1030
8351,Go Air,Mumbai,cochin,27/01/2025,14:15,1h 20m,2+ stops,Economy,10.0,6274.3,860
8352,SpiceJet,Chenai,HYDERABAD,17-Oct-2025,1:45,3h 57m,,Biz,26.0,10398.86,515
8353,GoAir,Delhi,Cochin,08/30/2025,15:15,0h 54m,Non Stop,Biz,48.0,35160.56,2100
8354,GoAir,Chennai,Bangalore,02/14/2025,9:00,3h 6m,Non Stop,Biz,16.0,5169.25,290
8355,AIR INDIA,delhi,Mumbai,25/04/2025,6:15,,,Economy,27.0,9184.85,1150
8356,SpiceJet,Bangalore,Kolkata,2025-06-19,3:45,1h 23m,2 stops,economy,52.0,10901.83,1560
8357,SpiceJet,Mumbai,Bangalore,04/19/2025,6:00,4h 9m,non-stop,BUSINESS,44.0,16658.18,840
8358,GoAir,Mumbai,Bangalore,2025-05-23,15:45,1h 36m,1 stop,Business,10.0,16411.33,840
8359,Vistara,Hyderabad,Cochin,03/12/2025,3:45,4h 17m,non-stop,Biz,29.0,14875.52,700
8360,Air India,Kolkata,Chennai,08/31/2025,2:30,3h 50m,,Economy,19.0,10974.84,1360
8361,AIR INDIA,Bangalore,HYDERABAD,2025-05-25,16:00,3h 25m,1 Stop,BUSINESS,12.0,12808.15,500
8362,AIR INDIA,Kolkata,Delhi,2025-04-24,8:00,4h 10m,non-stop,Economy,,9922.0,1300
8363,AirAsia,delhi,Kolkata,07/29/2025,6:45,4h 2m,non-stop,Eco,53.0,7939.38,1300
8364,AIR INDIA,Hyderabad,Kolkata,02/03/2025,11:45,1h 11m,1 stop,BUSINESS,10.0,30111.47,1190
8365,IndiGo,Kolkata,Delhi,21/03/2025,19:00,3h 21m,2+ stops,Business,17.0,29204.83,1300
8366,GoAir,Banglore,HYDERABAD,27-Aug-2025,6:30,1h 43m,non-stop,Biz,31.0,9400.46,500
8367,Go Air,Kolkata,Delhi,01/27/2025,13:30,1h 16m,2 stops,Business,41.0,27957.19,1300
8368,AIR INDIA,Mumbai,Chennai,07/20/2025,11:45,3h 15m,Non Stop,economy,47.0,7412.13,1030
8369,AIR INDIA,Mumbai,HYDERABAD,2025-08-09,19:00,1h 51m,Non Stop,economy,46.0,4274.55,620
8370,GoAir,Kolkata,Mumbai,08/06/2025,12:30,2h 45m,1 stop,Business,18.0,31695.6,1650
8371,Vistara,Chenai,Chennai,24/01/2025,2:00,0h 57m,2+ stops,Business,50.0,23247.42,1030
8372,Vistara,Chenai,Mumbai,01/28/2025,15:00,1h 41m,1 Stop,BUSINESS,23.0,25058.56,1030
8373,Air India,Chennai,Mumbai,01/10/2025,10:45,2h 13m,2+ stops,Economy,45.0,7938.35,1030
8374,AIR INDIA,Hyderabad,Mumbai,01-Apr-2025,1:15,7h 28m,,BUSINESS,36.0,14682.48,620
8375,IndiGo,Banglore,Hyderabad,2025-04-28,15:45,1h 5m,2 stops,Eco,26.0,3799.01,500
8376,Spice Jet,Hyderabad,Bangalore,09/06/2025,4:45,3h 5m,non-stop,Eco,33.0,3169.14,500
8377,GoAir,Mumbai,HYDERABAD,2025-01-15,20:15,4h 19m,2+ stops,Economy,9.0,5284.89,620
8378,Vistara,Chenai,cochin,18-Oct-2025,8:45,2h 35m,2+ stops,Economy,1.0,5039.1,500
8379,indigo,Kolkata,Hyderabad,02/07/2025,10:00,6h 16m,,BUSINESS,5.0,27750.86,1190
8380,Go Air,Mumbai,Bangalore,12/22/2025,5:00,1h 36m,2+ stops,Eco,,5965.26,840
8381,Spice Jet,Chennai,HYDERABAD,12/03/2025,23:00,3h 4m,1 Stop,BUSINESS,7.0,10690.96,515
8382,AIR INDIA,Hyderabad,Kolkata,18/02/2025,13:45,1h 18m,2+ stops,economy,33.0,10088.95,1190
8383,AIR INDIA,Kolkata,Delhi,2025-10-05,19:45,1h 34m,2+ stops,Economy,37.0,11604.79,1300
8384,IndiGo,Mumbai,Hyderabad,23/10/2025,9:30,1h 50m,Non Stop,BUSINESS,46.0,12075.31,620
8385,,delhi,Delhi,09/09/2025,13:00,7h 19m,Non Stop,Economy,41.0,7654.41,1030
8386,IndiGo,Banglore,Bangalore,2025-02-24,0:00,2h 55m,non-stop,BUSINESS,48.0,19362.49,1030
8387,,Chennai,Mumbai,03/06/2025,11:30,1h 40m,,BUSINESS,8.0,20706.63,1030
8388,Air India,Delhi,Bangalore,02/04/2025,5:45,1h 29m,Non Stop,Eco,56.0,12503.46,1740
8389,AIR INDIA,Kolkata,HYDERABAD,05/12/2025,13:00,2h 0m,non-stop,Economy,56.0,8707.29,1190
8390,AirAsia,Banglore,Bangalore,03-Apr-2025,2:00,,,Business,1.0,21947.52,1030
8391,GoAir,Delhi,Chennai,07/15/2025,14:00,2h 6m,1 stop,Economy,24.0,11704.43,1760
8392,AirAsia,delhi,Kolkata,11/10/2025,21:00,2h 32m,,Business,31.0,25298.82,1300
8393,Go Air,Banglore,Cochin,08/13/2025,23:00,3h 4m,2+ stops,BUSINESS,52.0,7958.69,360
8394,Spice Jet,delhi,Kolkata,04/12/2025,7:00,4h 48m,2+ stops,Eco,3.0,11579.97,1300
8395,AirAsia,Banglore,Delhi,2025-09-30,10:00,4h 43m,2 stops,Business,3.0,38852.24,1740
8396,indigo,Banglore,Hyderabad,2025-03-25,14:30,2h 27m,2 stops,BUSINESS,49.0,10668.43,500
8397,SpiceJet,Delhi,HYDERABAD,31/05/2025,16:15,2h 29m,1 Stop,BUSINESS,41.0,22388.84,1260
8398,AIR INDIA,Kolkata,Bangalore,2025-08-15,18:15,2h 38m,,Economy,60.0,11177.62,1560
8399,Go Air,Mumbai,Hyderabad,07/31/2025,12:00,2h 19m,2 stops,Business,12.0,13630.61,620
8400,SpiceJet,MUMBAI,Mumbai,10-Sep-2025,13:00,1h 4m,non-stop,Economy,6.0,7497.55,1030
8401,AIR INDIA,Banglore,Bangalore,11/17/2025,15:45,1h 2m,Non Stop,economy,,8262.35,1030
8402,Spice Jet,Banglore,Kolkata,04/11/2025,17:30,3h 6m,,,20.0,31592.69,1560
8403,Air India,Hyderabad,HYDERABAD,28-Mar-2025,1:30,2h 11m,,economy,14.0,9467.08,1030
8404,,Hyderabad,cochin,2025-05-18,2:45,3h 57m,2 stops,Business,18.0,14394.7,700
8405,Spice Jet,Banglore,HYDERABAD,21-May-2025,15:45,1h 39m,2 stops,economy,44.0,3770.14,500
8406,,Chenai,Delhi,08-Dec-2025,23:45,2h 41m,1 Stop,Eco,11.0,12541.27,1760
8407,Vistara,Delhi,Mumbai,18/06/2025,16:45,3h 8m,2+ stops,Economy,29.0,8981.87,1150
8408,Go Air,Mumbai,cochin,15-Oct-2025,2:15,6h 12m,2 stops,economy,34.0,6391.85,860
8409,Vistara,Chennai,HYDERABAD,2025-03-30,5:30,1h 34m,Non Stop,economy,6.0,4048.11,515
8410,IndiGo,MUMBAI,Delhi,18/10/2025,4:30,5h 25m,1 stop,Biz,51.0,22754.01,1150
8411,Vistara,Delhi,Mumbai,17-Aug-2025,0:00,4h 32m,non-stop,Economy,14.0,9495.73,1150
8412,Vistara,Kolkata,Cochin,06/28/2025,3:15,4h 21m,non-stop,Economy,5.0,16582.63,1900
8413,IndiGo,Kolkata,Delhi,07-Jan-2025,6:45,1h 19m,non-stop,Eco,50.0,7663.83,1300
8414,GoAir,delhi,Kolkata,2025-09-30,21:45,4h 55m,non-stop,economy,58.0,8450.31,1300
8415,AirAsia,MUMBAI,HYDERABAD,2025-04-19,23:00,3h 38m,,BUSINESS,48.0,11541.86,620
8416,IndiGo,delhi,Delhi,19-Sep-2025,12:30,0h 46m,1 Stop,BUSINESS,51.0,21489.33,1030
8417,GoAir,Kolkata,cochin,2025-08-29,3:00,1h 18m,1 Stop,Biz,14.0,37224.56,1900
8418,indigo,Chennai,Hyderabad,2025-10-16,13:30,3h 22m,1 Stop,Biz,44.0,9871.04,515
8419,GoAir,Bangalore,Kolkata,06/01/2025,12:15,2h 23m,Non Stop,Economy,7.0,9804.22,1560
8420,Air India,delhi,HYDERABAD,10-Sep-2025,15:15,3h 52m,2+ stops,Biz,27.0,28758.63,1260
8421,Go Air,Chennai,Delhi,08/08/2025,18:30,5h 30m,2 stops,Business,43.0,35509.99,1760
8422,Go Air,delhi,HYDERABAD,02/10/2025,9:30,0h 48m,1 stop,,22.0,9286.18,1260
8423,AIR INDIA,Chennai,Kolkata,2025-09-05,20:15,4h 4m,Non Stop,Biz,28.0,28612.09,1360
8424,AIR INDIA,Chennai,Mumbai,19/02/2025,18:30,0h 58m,1 stop,Eco,55.0,7720.71,1030
8425,AirAsia,Chennai,Kolkata,02-Nov-2025,12:45,5h 12m,Non Stop,economy,24.0,,1360
8426,IndiGo,Chenai,Mumbai,12/06/2025,22:15,4h 0m,1 Stop,Economy,2.0,8304.19,1030
8427,Air India,Banglore,Cochin,02/16/2025,21:30,2h 51m,1 Stop,Economy,40.0,3238.96,360
8428,Air India,MUMBAI,Cochin,02/22/2025,13:00,2h 49m,1 Stop,Economy,36.0,6181.66,860
8429,SpiceJet,Kolkata,Bangalore,2025-02-15,17:30,1h 40m,non-stop,Eco,6.0,10624.43,1560
8430,SpiceJet,Bangalore,Hyderabad,2025-03-20,12:30,2h 1m,1 Stop,Business,36.0,10464.02,500
8431,Air India,Delhi,Kolkata,09/03/2025,21:45,0h 43m,non-stop,Biz,54.0,21476.79,1300
8432,Air India,MUMBAI,Bangalore,24-Jun-2025,21:45,1h 29m,non-stop,BUSINESS,57.0,18236.4,840
8433,GoAir,Kolkata,Delhi,23/06/2025,14:00,3h 21m,,economy,32.0,8978.76,1300
8434,indigo,Kolkata,Mumbai,23/04/2025,16:45,4h 31m,Non Stop,Biz,41.0,33452.15,1650
8435,Air India,Delhi,Mumbai,2025-11-18,21:45,1h 46m,1 Stop,,5.0,26964.57,1150
8436,GoAir,Chenai,Hyderabad,2025-09-03,14:00,1h 18m,1 Stop,BUSINESS,27.0,9227.69,515
8437,GoAir,Chenai,Cochin,24-Mar-2025,1:30,1h 52m,1 stop,Eco,59.0,3473.65,500
8438,AIR INDIA,Delhi,Bangalore,18-Jul-2025,13:15,1h 21m,non-stop,Biz,13.0,38796.8,1740
8439,Spice Jet,Delhi,HYDERABAD,2025-08-24,12:45,4h 43m,2 stops,Biz,3.0,28253.44,1260
8440,GoAir,delhi,Delhi,05/17/2025,18:30,1h 21m,1 Stop,Eco,16.0,7663.27,1030
8441,Air India,Chenai,cochin,16/12/2025,3:00,1h 45m,2 stops,economy,56.0,4188.1,500
8442,Air India,Mumbai,Bangalore,2025-08-14,21:15,2h 1m,non-stop,Biz,60.0,18719.43,840
8443,Go Air,Banglore,Mumbai,2025-09-24,12:45,2h 52m,non-stop,Eco,3.0,6075.79,840
8444,SpiceJet,Banglore,cochin,2025-01-04,23:45,1h 15m,1 Stop,Eco,37.0,2567.22,360
8445,AirAsia,MUMBAI,HYDERABAD,29-Jul-2025,20:30,1h 18m,1 stop,Business,26.0,11821.9,620
8446,indigo,delhi,HYDERABAD,03/01/2025,8:45,2h 55m,,Biz,18.0,27901.81,1260
8447,Vistara,Bangalore,Hyderabad,09/08/2025,20:00,2h 28m,,economy,3.0,4887.93,500
8448,indigo,Kolkata,Mumbai,09-Sep-2025,18:15,2h 10m,2+ stops,BUSINESS,33.0,33659.71,1650
8449,AirAsia,Chenai,Chennai,15-Mar-2025,5:15,2h 19m,,Business,19.0,20073.88,1030
8450,Go Air,Delhi,Cochin,19-Oct-2025,1:00,3h 1m,Non Stop,BUSINESS,53.0,39956.07,2100
8451,indigo,MUMBAI,Bangalore,2025-07-07,17:30,3h 30m,2 stops,economy,9.0,,840
8452,SpiceJet,Kolkata,Delhi,07-May-2025,4:45,5h 13m,2+ stops,economy,50.0,9931.07,1300
8453,Air India,MUMBAI,cochin,2025-09-03,18:15,6h 22m,2 stops,BUSINESS,54.0,19971.49,860
8454,Go Air,Kolkata,Bangalore,11/18/2025,23:15,2h 12m,2+ stops,Eco,23.0,12104.69,1560
8455,Spice Jet,Bangalore,Chennai,23/03/2025,21:15,2h 6m,2 stops,Eco,41.0,2251.97,290
8456,IndiGo,Chennai,Delhi,12-Jan-2025,17:45,3h 6m,Non Stop,Economy,31.0,11449.82,1760
8457,,delhi,Kolkata,14/11/2025,4:30,1h 52m,,Eco,55.0,8725.36,1300
8458,Spice Jet,Banglore,Kolkata,2025-10-14,12:00,4h 43m,1 stop,Economy,6.0,10438.65,1560
8459,SpiceJet,Kolkata,Cochin,2025-10-01,9:00,2h 23m,2 stops,economy,10.0,13835.8,1900
8460,indigo,MUMBAI,Cochin,08-Aug-2025,9:00,1h 52m,1 Stop,Economy,14.0,6677.63,860
8461,SpiceJet,MUMBAI,Mumbai,12/14/2025,12:30,3h 34m,1 stop,Economy,52.0,7613.31,1030
8462,Spice Jet,MUMBAI,HYDERABAD,2025-12-26,21:45,,non-stop,Economy,59.0,4090.87,620
8463,GoAir,Delhi,Hyderabad,23-Dec-2025,11:45,1h 51m,1 Stop,Business,45.0,24354.0,1260
8464,IndiGo,delhi,Delhi,08/12/2025,8:45,4h 12m,non-stop,Biz,2.0,23983.74,1030
8465,Spice Jet,Chenai,Hyderabad,14-Jul-2025,6:45,2h 10m,2 stops,BUSINESS,,10298.79,515
8466,AIR INDIA,Bangalore,HYDERABAD,01-Oct-2025,15:30,1h 43m,2+ stops,Eco,36.0,4326.89,500
8467,Air India,Bangalore,HYDERABAD,09/14/2025,4:30,2h 21m,1 stop,Eco,26.0,4829.71,500
8468,Air India,Bangalore,cochin,2025-06-27,18:30,2h 53m,2+ stops,Biz,30.0,9147.44,360
8469,GoAir,Banglore,HYDERABAD,18/08/2025,11:30,,2+ stops,Eco,51.0,3925.87,500
8470,AIR INDIA,Hyderabad,Delhi,2025-01-17,18:30,1h 50m,1 Stop,Biz,,29977.52,1260
8471,SpiceJet,Banglore,Cochin,08/11/2025,18:00,1h 11m,Non Stop,Biz,31.0,6444.42,360
8472,GoAir,Banglore,Delhi,20/09/2025,17:45,5h 14m,1 Stop,Eco,26.0,12147.68,1740
8473,IndiGo,delhi,Delhi,05/05/2025,12:30,1h 13m,1 Stop,Economy,3.0,8015.39,1030
8474,indigo,Delhi,Chennai,2025-12-22,4:00,2h 20m,1 Stop,economy,30.0,12759.57,1760
8475,Go Air,Delhi,HYDERABAD,2025-04-22,9:15,5h 28m,,Economy,35.0,8271.72,1260
8476,IndiGo,Hyderabad,Cochin,06/02/2025,7:45,6h 36m,non-stop,Economy,32.0,5057.06,700
8477,Vistara,Bangalore,HYDERABAD,2025-03-19,7:00,4h 50m,Non Stop,BUSINESS,31.0,11332.29,500
8478,Go Air,Chenai,Kolkata,03/23/2025,8:00,3h 20m,Non Stop,Economy,27.0,8861.29,1360
8479,IndiGo,MUMBAI,Kolkata,04-Nov-2025,5:15,2h 40m,2+ stops,Eco,39.0,13343.64,1650
8480,SpiceJet,Kolkata,Hyderabad,19-Jun-2025,13:45,,2 stops,Eco,40.0,9308.94,1190
8481,Spice Jet,Delhi,Hyderabad,01-May-2025,5:30,1h 13m,1 Stop,Eco,31.0,9256.85,1260
8482,AIR INDIA,delhi,HYDERABAD,2025-10-01,22:45,3h 52m,non-stop,Biz,26.0,29039.54,1260
8483,AIR INDIA,Bangalore,Hyderabad,10/13/2025,22:45,7h 7m,1 Stop,,57.0,10490.14,500
8484,SpiceJet,Kolkata,Delhi,03/09/2025,1:30,1h 52m,1 stop,Business,60.0,23091.09,1300
8485,GoAir,Bangalore,Delhi,17/08/2025,0:00,1h 42m,non-stop,Eco,51.0,10528.82,1740
8486,indigo,Banglore,Mumbai,11-Dec-2025,1:45,3h 41m,,Business,57.0,15919.68,840
8487,Go Air,Bangalore,HYDERABAD,30-May-2025,5:15,1h 21m,non-stop,Eco,14.0,3693.66,500
8488,Air India,Banglore,cochin,08/28/2025,21:45,1h 10m,non-stop,BUSINESS,45.0,8024.34,360
8489,Go Air,delhi,Chennai,08-May-2025,2:30,2h 9m,non-stop,BUSINESS,24.0,34176.78,1760
8490,IndiGo,Chennai,Cochin,2025-07-09,23:45,2h 41m,2 stops,BUSINESS,45.0,11428.67,500
8491,Air India,Hyderabad,Cochin,10/08/2025,22:30,2h 22m,1 stop,Eco,54.0,5023.63,700
8492,AIR INDIA,delhi,cochin,10-Feb-2025,18:15,3h 51m,1 Stop,economy,26.0,17202.63,2100
8493,Air India,Bangalore,Cochin,04/02/2025,18:00,2h 20m,Non Stop,BUSINESS,32.0,7732.94,360
8494,Vistara,Kolkata,Bangalore,02/15/2025,23:15,4h 31m,2 stops,Biz,32.0,35703.31,1560
8495,GoAir,MUMBAI,Mumbai,03-Nov-2025,16:30,7h 40m,1 stop,Economy,12.0,8084.53,1030
8496,IndiGo,Chenai,Delhi,12/30/2025,2:45,6h 2m,1 Stop,Economy,14.0,14350.26,1760
8497,AirAsia,Delhi,Cochin,09/11/2025,0:00,2h 27m,2 stops,BUSINESS,54.0,39363.07,2100
8498,Spice Jet,delhi,Mumbai,09/02/2025,21:30,0h 40m,1 stop,economy,29.0,7830.28,1150
8499,Spice Jet,Banglore,Hyderabad,19-Sep-2025,7:00,3h 46m,1 stop,Economy,57.0,3684.87,500
8500,indigo,Banglore,Hyderabad,11/06/2025,20:30,5h 35m,Non Stop,BUSINESS,54.0,10019.35,500
8501,Spice Jet,Chenai,Delhi,07/05/2025,22:30,1h 31m,non-stop,Business,2.0,33328.03,1760
8502,Go Air,MUMBAI,HYDERABAD,2025-08-12,2:45,1h 28m,1 stop,Eco,17.0,4152.6,620
8503,GoAir,Banglore,Bangalore,21-Mar-2025,19:30,2h 51m,Non Stop,Biz,20.0,19747.42,1030
8504,indigo,Banglore,HYDERABAD,10-Feb-2025,8:00,1h 8m,1 Stop,Business,4.0,11414.97,500
8505,indigo,Chenai,HYDERABAD,04-Nov-2025,15:15,2h 26m,1 Stop,economy,57.0,3753.16,515
8506,GoAir,Mumbai,HYDERABAD,23/02/2025,22:45,4h 13m,non-stop,BUSINESS,30.0,12451.3,620
8507,indigo,Chennai,Hyderabad,21-Oct-2025,8:30,1h 45m,Non Stop,economy,60.0,3475.48,515
8508,Air India,delhi,Bangalore,03-Jul-2025,11:45,3h 27m,1 Stop,economy,34.0,13734.4,1740
8509,Spice Jet,Mumbai,cochin,30-Jan-2025,14:45,2h 47m,2+ stops,economy,40.0,6365.89,860
8510,AirAsia,delhi,Mumbai,2025-08-07,6:15,3h 22m,,Business,36.0,23792.86,1150
8511,Spice Jet,Mumbai,cochin,2025-12-01,2:00,3h 46m,Non Stop,Economy,2.0,6398.28,860
8512,Vistara,MUMBAI,Chennai,2025-09-27,0:30,2h 23m,2+ stops,economy,7.0,10940.41,1030
8513,,Banglore,Bangalore,04/09/2025,6:00,,Non Stop,economy,21.0,7586.61,1030
8514,IndiGo,delhi,Chennai,2025-03-18,5:15,2h 40m,,BUSINESS,13.0,37796.13,1760
8515,IndiGo,Chennai,Bangalore,31-Jul-2025,22:30,1h 22m,2+ stops,Biz,47.0,6198.66,290
8516,Go Air,Mumbai,Kolkata,23-May-2025,13:45,1h 59m,non-stop,BUSINESS,40.0,27156.41,1650
8517,Vistara,Mumbai,HYDERABAD,23-Aug-2025,3:00,1h 58m,1 Stop,Eco,30.0,4887.13,620
8518,indigo,Banglore,Chennai,30/10/2025,1:15,3h 40m,Non Stop,Economy,59.0,2224.76,290
8519,SpiceJet,delhi,cochin,06/11/2025,3:00,3h 8m,,Eco,32.0,14449.25,2100
8520,Spice Jet,Kolkata,Bangalore,13/04/2025,20:30,4h 23m,,Biz,43.0,29020.09,1560
8521,SpiceJet,MUMBAI,Hyderabad,2025-07-11,17:15,1h 12m,1 Stop,BUSINESS,28.0,12664.65,620
8522,IndiGo,Hyderabad,Kolkata,03/08/2025,11:00,3h 12m,1 Stop,Biz,20.0,27603.01,1190
8523,AIR INDIA,Chenai,Cochin,03/07/2025,15:15,3h 37m,1 stop,BUSINESS,53.0,10911.91,500
8524,GoAir,delhi,HYDERABAD,28-Apr-2025,20:00,3h 30m,,economy,27.0,9743.77,1260
8525,GoAir,Kolkata,Chennai,26/02/2025,1:15,2h 10m,Non Stop,Business,40.0,22865.32,1360
8526,IndiGo,Delhi,cochin,12/05/2025,16:30,3h 53m,1 Stop,economy,46.0,14213.42,2100
8527,Vistara,delhi,cochin,2025-08-01,9:30,3h 19m,1 stop,Eco,57.0,14951.76,2100
8528,IndiGo,Banglore,Kolkata,02-Apr-2025,11:45,5h 5m,non-stop,economy,29.0,11577.41,1560
8529,Air India,Bangalore,Mumbai,09/11/2025,12:15,2h 19m,2 stops,Biz,29.0,17257.37,840
8530,Spice Jet,Kolkata,Mumbai,2025-05-10,0:00,1h 2m,1 Stop,economy,22.0,10335.4,1650
8531,AirAsia,Hyderabad,Mumbai,14-Apr-2025,12:00,,Non Stop,Economy,35.0,4022.77,620
8532,GoAir,Chenai,Delhi,2025-06-15,14:00,5h 14m,1 stop,Business,36.0,36890.95,1760
8533,SpiceJet,Chennai,Cochin,2025-05-16,5:45,1h 22m,non-stop,Eco,7.0,3749.78,500
8534,indigo,Chennai,Kolkata,16-Jan-2025,14:15,0h 33m,,Business,44.0,24932.26,1360
8535,GoAir,delhi,Cochin,07/24/2025,20:30,3h 58m,1 Stop,Business,50.0,35705.32,2100
8536,Vistara,Mumbai,Delhi,24/08/2025,13:15,2h 30m,Non Stop,BUSINESS,28.0,28508.81,1150
8537,Air India,Hyderabad,Chennai,17/12/2025,6:15,0h 43m,non-stop,Business,50.0,10253.04,515
8538,Vistara,Hyderabad,Kolkata,30-Jan-2025,15:45,2h 51m,1 stop,Biz,22.0,26847.86,1190
8539,Spice Jet,Chenai,HYDERABAD,23/07/2025,17:30,1h 15m,,Eco,16.0,4200.55,515
8540,GoAir,Chennai,Cochin,2025-12-14,19:00,2h 19m,1 Stop,BUSINESS,24.0,10790.46,500
8541,indigo,Banglore,HYDERABAD,03/03/2025,10:45,2h 8m,non-stop,Eco,3.0,4282.63,500
8542,Spice Jet,Mumbai,cochin,19-Dec-2025,13:30,0h 31m,,Eco,34.0,,860
8543,indigo,Chenai,Kolkata,2025-01-07,5:30,3h 46m,,Business,10.0,27283.28,1360
8544,Vistara,Kolkata,Bangalore,29-Apr-2025,12:15,2h 6m,,Biz,41.0,35481.88,1560
8545,Spice Jet,Hyderabad,HYDERABAD,22/08/2025,12:45,1h 41m,Non Stop,economy,23.0,7087.38,1030
8546,SpiceJet,Delhi,HYDERABAD,10-Jan-2025,6:30,2h 0m,,Biz,32.0,25404.23,1260
8547,AIR INDIA,Bangalore,Cochin,06/01/2025,19:00,2h 57m,1 stop,BUSINESS,24.0,9408.65,360
8548,AirAsia,Mumbai,Cochin,2025-01-08,5:45,0h 54m,1 Stop,Business,36.0,14301.25,860
8549,AIR INDIA,Hyderabad,Mumbai,11/03/2025,22:30,2h 4m,2 stops,Business,51.0,,620
8550,Go Air,Delhi,Hyderabad,06/19/2025,3:00,1h 6m,non-stop,Business,17.0,22594.45,1260
8551,IndiGo,Chennai,Kolkata,04/02/2025,2:45,2h 15m,1 stop,BUSINESS,40.0,29009.21,1360
8552,indigo,Chennai,Cochin,2025-08-27,23:00,2h 6m,1 Stop,Economy,15.0,3906.14,500
8553,GoAir,Mumbai,Kolkata,2025-05-15,0:00,1h 8m,non-stop,BUSINESS,52.0,27259.73,1650
8554,Spice Jet,Chenai,Mumbai,26/09/2025,8:45,1h 8m,,BUSINESS,57.0,18253.4,1030
8555,Air India,Delhi,Kolkata,21/02/2025,1:45,2h 16m,1 Stop,Biz,43.0,25784.72,1300
8556,indigo,Hyderabad,HYDERABAD,17/09/2025,16:15,1h 52m,,,30.0,7498.98,1030
8557,SpiceJet,Bangalore,Mumbai,30-Nov-2025,17:30,4h 12m,1 stop,Business,41.0,15751.72,840
8558,Go Air,Mumbai,Hyderabad,28-Jan-2025,22:30,4h 27m,2 stops,Eco,34.0,4962.68,620
8559,Air India,Bangalore,Chennai,07/19/2025,15:15,0h 45m,2+ stops,Biz,1.0,8174.56,290
8560,IndiGo,Delhi,Cochin,2025-06-28,23:15,1h 44m,1 Stop,Business,22.0,48934.27,2100
8561,Spice Jet,Delhi,Bangalore,2025-12-28,13:00,4h 15m,1 stop,BUSINESS,37.0,34639.33,1740
8562,indigo,Bangalore,Hyderabad,16/10/2025,5:15,2h 8m,1 stop,Eco,4.0,4256.12,500
8563,indigo,delhi,Bangalore,2025-11-20,19:15,3h 33m,2 stops,,,14088.57,1740
8564,IndiGo,Delhi,Kolkata,25/04/2025,1:00,1h 39m,Non Stop,Economy,42.0,8317.7,1300
8565,AirAsia,Chenai,cochin,2025-03-17,6:45,2h 44m,non-stop,Economy,38.0,3094.3,500
8566,AirAsia,Delhi,HYDERABAD,2025-05-13,9:15,1h 10m,2 stops,Biz,48.0,23709.82,1260
8567,Spice Jet,delhi,HYDERABAD,12/18/2025,5:45,5h 18m,2+ stops,Eco,,8813.23,1260
8568,AirAsia,Mumbai,Kolkata,2025-08-11,14:00,10h 37m,2 stops,Biz,57.0,35136.32,1650
8569,AirAsia,Hyderabad,Mumbai,07/14/2025,13:45,0h 40m,2+ stops,Economy,45.0,4680.39,620
8570,Air India,MUMBAI,Kolkata,06/10/2025,2:15,1h 57m,2 stops,Biz,54.0,40720.71,1650
8571,IndiGo,Banglore,Kolkata,21/06/2025,22:45,1h 15m,2 stops,Eco,54.0,10812.4,1560
8572,Spice Jet,Mumbai,HYDERABAD,17/01/2025,16:45,2h 43m,2+ stops,Business,30.0,14084.66,620
8573,Air India,Delhi,HYDERABAD,06-Dec-2025,17:30,2h 51m,2+ stops,Economy,44.0,9959.51,1260
8574,Air India,Chenai,Kolkata,12/12/2025,19:30,2h 26m,2+ stops,BUSINESS,5.0,37329.39,1360
8575,Go Air,Hyderabad,Mumbai,2025-03-23,8:15,0h 46m,2 stops,economy,57.0,3844.92,620
8576,Air India,Chennai,Delhi,21/04/2025,3:15,0h 45m,1 Stop,Business,25.0,33768.81,1760
8577,Spice Jet,Hyderabad,cochin,20-Jul-2025,13:00,1h 36m,1 stop,BUSINESS,55.0,12491.63,700
8578,Air India,Kolkata,Cochin,08/08/2025,0:15,2h 59m,1 stop,BUSINESS,7.0,41323.23,1900
8579,GoAir,Hyderabad,Mumbai,08/02/2025,18:15,0h 55m,Non Stop,Economy,31.0,4481.63,620
8580,Spice Jet,Chennai,Delhi,04/10/2025,5:15,2h 52m,1 stop,Biz,48.0,36721.5,1760
8581,AirAsia,Chenai,Bangalore,2025-10-16,12:30,2h 55m,2+ stops,BUSINESS,29.0,5828.42,290
8582,Go Air,Banglore,Hyderabad,29/08/2025,3:00,1h 31m,non-stop,BUSINESS,33.0,10190.99,500
8583,indigo,Chenai,HYDERABAD,2025-05-09,13:45,1h 49m,2 stops,Biz,16.0,12552.93,515
8584,GoAir,delhi,Chennai,2025-07-06,10:30,,non-stop,Business,45.0,28489.38,1760
8585,GoAir,Bangalore,Delhi,15-May-2025,10:15,2h 40m,2 stops,Business,7.0,36437.02,1740
8586,indigo,Delhi,Chennai,06/15/2025,14:15,5h 42m,,Eco,47.0,11825.58,1760
8587,Vistara,MUMBAI,Kolkata,2025-12-05,14:15,2h 36m,1 Stop,Economy,3.0,14707.55,1650
8588,Air India,Chennai,Cochin,23-Dec-2025,4:45,3h 33m,2 stops,economy,3.0,4379.89,500
